row_id,fac,direction_number,direction_name,primary_theme,secondary_theme,classification_confidence,classified_on,classification_notes,classification_status
809_2,809,2,HEALTHY TEAMS,WRK,NA,high,name_description,"Clear workforce focus on supporting team members. Description emphasizes staff wellbeing and enabling staff to perform optimally, which aligns directly with workforce and culture theme.",ok
809_3,809,3,CONTINUOUS IMPROVEMENT,ORG,INN,high,name_description,Primary ORG: continuous improvement is a core organizational culture concept. Secondary INN: celebrating innovation suggests technology/process innovation is a substantial component. No actions provided but description clearly supports both themes.,ok
809_4,809,4,FINANCIAL STABILITY,FIN,NA,high,name_description,Clear financial sustainability focus. 'Thinking small' likely refers to right-sizing or fiscal prudence appropriate for a small hospital context. Responsible decisions in this context strongly suggests fiscal accountability and resource stewardship.,ok
809_5,809,5,TECHNOLOGY,INN,PAT,high,name_description,Primary INN: focus on technology upgrades and staying current with technological advances. Secondary PAT: explicit purpose is improving safety and care (patient outcomes). Technology adoption serving patient safety/quality goals.,ok
813_1,813,1,PEOPLE,WRK,PAT,medium,full,"This direction is genuinely dual-focused. Primary WRK: emphasizes safe/healthy workplace, staff development, organizational values/culture, and staff engagement. Secondary PAT: addresses patient-centered care, patient experience, and patient engagement. The 'people' framing encompasses both staff and patients substantially. Environmental sustainability mentioned but not actionable enough to warrant ORG as secondary.",ok
813_2,813,2,PARTNERSHIPS,PAR,ACC,high,full,"Clear PAR primary: focus on collaboration, system integration, cross-organizational partnerships, and collective impact. Secondary ACC justified by substantial emphasis on integrated care delivery, care continuum coordination, and seamless care across the system.",ok
813_3,813,3,PERFORMANCE,FIN,PAT,high,full,"Primary theme is FIN based on explicit focus on 'financial sustainability,' 'responsible business practices,' 'resource management,' and 'efficient and effective' use of resources. Secondary theme is PAT due to substantial emphasis on 'exceptional quality care,' 'person-centered,' 'safe,' 'timely,' and 'equitable' care delivery. Digital innovation mentioned but serves the broader performance/efficiency goals rather than being a strategic end itself.",ok
814_1,814,1,Collaborate for Exceptional Care and Experiences,PAT,INN,high,name_description,"Primary theme is clearly patient experience and quality (compassionate care, patient-centered experiences, quality and safety priorities). Secondary theme INN assigned due to substantial focus on leveraging technology for digital care delivery. Indigenous engagement supports patient-centeredness rather than constituting a separate EDI theme here.",ok
814_2,814,2,"Engage, Support and Inspire Our People",WRK,EDI,high,name_description,"Primary WRK: Core focus on employee engagement, wellness, recognition, culture, belonging, and being employer of choice. Secondary EDI: First action explicitly addresses diversity, equity, inclusion and anti-racism as foundational to the people strategy.",ok
814_3,814,3,Advance How We Deliver Care,ACC,INN,high,name_description,Primary theme is ACC based on explicit focus on 'expanding access' and care delivery model. Secondary theme INN reflects substantial emphasis on 'innovative ways' and 'information technology' to advance care delivery. Partnership element present but serves the access/delivery goal rather than being a strategic end itself.,ok
824_1,824,1,"Together, pursue fulsome organizational integration toward better patient care and best use of our resources",PAR,ACC,medium,name_only,"Direction name emphasizes 'organizational integration' which points to PAR (system integration, interorganizational relationships). Secondary theme ACC assigned because 'better patient care' suggests integrated care delivery. 'Best use of resources' could imply FIN, but in context of integration, it reads as achieving efficiency through collaboration rather than pure financial sustainability. Confidence medium due to lack of description/actions and potential FIN interpretation.",ok
824_2,824,2,"Proud of our rural roots, as small and unique hospitals, advance our service delivery model",ACC,ORG,medium,name_only,"Primary ACC: 'advance our service delivery model' is core access/care delivery language. Secondary ORG: 'proud of our rural roots, small and unique hospitals' speaks to organizational identity and culture specific to rural/small hospital context. No description or actions to confirm, hence medium confidence.",ok
824_3,824,3,"With our partners, serve our communities exceptionally well by creating an integrated system",PAR,ACC,medium,name_only,"Primary focus on partnerships and system integration ('with our partners', 'integrated system'). Secondary theme ACC reflects the care delivery integration aspect ('serve our communities'). Limited confidence due to sparse content — only direction name available.",ok
824_4,824,4,"We are powered by our people, and commit to supporting them to be at their best",WRK,NA,high,name_only,"Clear workforce focus on supporting staff to be at their best. No description or actions available, but direction name unambiguously centers on people/workforce commitment.",ok
826_1,826,1,Authentic Partnerships,PAR,EDI,high,full,"Primary PAR: Three of four actions focus on external partnerships (system integration, innovation/research/education partners, Foundation collaboration). Secondary EDI: Explicit commitment to Indigenous partnerships and collaboration represents substantial EDI content beyond mere mention. Patient/family partnership in care decision-making supports both PAR (partnership framing) and PAT (patient-centred care), but overall direction is clearly partnership-focused.",ok
826_2,826,2,Patient Safety and Clinical Excellence,PAT,INN,high,full,"Primary is PAT: patient safety, quality improvement, clinical excellence, and best practice delivery are core patient quality concepts. Secondary is INN: enterprise-wide data/information systems represent digital transformation. Staff learning is present but serves clinical excellence (PAT goal), not workforce development as primary intent. Centres of excellence support clinical service delivery (PAT).",ok
826_3,826,3,Effective Stewardship,FIN,ORG,high,name_description,"Primary FIN: Three of four actions directly address financial sustainability (securing funding, diversifying revenue, optimizing resource use). Secondary ORG: Environmental footprint reduction represents organizational values/operational excellence. Strong financial focus dominates.",ok
826_4,826,4,Engaged Workforce,WRK,EDI,high,name_description,"Primary WRK: HR strategy, staff engagement, work-life, hospital culture, employee engagement, internal communications all clearly workforce-focused. Secondary EDI: explicit action on inclusion, diversity, equity and accessibility warrants secondary classification.",ok
826_5,826,5,Campus of Care,ACC,PAR,high,name_description,"Primary ACC: growing services to meet regional needs, addressing access inequities, integrated health system. Secondary PAR: explicit partnership focus (partners, key influencers, All Nations Hospital Project collaboration). Rural health equity framed primarily as access issue rather than EDI focus.",ok
827_1,827,1,Provide Exceptional Geriatric Care & Experiences,PAT,EDI,high,name_description,"Primary theme is clearly patient experience and quality (person-centred care, safety, quality improvement). Secondary theme EDI is substantially present through explicit commitment to equitable and inclusive programs meeting diverse needs. Innovation mentioned but as a means to quality, not a strategic focus itself.",ok
827_2,827,2,Advance World-Class Dementia Care,PAT,PAR,high,name_description,"Primary focus is on optimizing clinical care quality and outcomes for dementia patients (evidence-based care, exceptional care). Secondary theme reflects strategic partnerships for policy change and primary care collaboration to enhance access and care delivery.",ok
827_3,827,3,Extend Care Beyond Our Campus To Support Older Persons Locally & Provincially,ACC,PAR,high,name_description,"Primary focus is extending access to geriatric care beyond campus through virtual care and aging-in-place models (ACC). Strong secondary theme of partnerships for developing scalable collaborative models (PAR). Research/education mentioned but as means to improve care delivery, not as core strategic intent.",ok
827_4,827,4,A Strong Culture Where Our People Thrive,WRK,NA,high,name_description,"Clear workforce focus: role optimization, development, fulfillment, workplace culture, values alignment, belonging, trust, and employer reputation. All actions center on people/staff experience and retention.",ok
827_5,827,5,Digital Transformation,INN,ACC,high,name_description,"Primary INN: Core focus on digital transformation, technology adoption, and digital tools. Secondary ACC: Substantial emphasis on enabling integrated care access and care delivery transformation through digital means.",ok
827_6,827,6,Financial Strength and Sustainability,FIN,INF,high,name_description,"Primary FIN: maximizing funding, fiscal stewardship, enhanced financial systems clearly indicate financial sustainability focus. Secondary INF: operational effectiveness and environmentally sustainable practices represent operational excellence and infrastructure concerns. Philanthropy partnership supports financial goals.",ok
837_1,837,1,ELEVATE QUALITY AND THE CARE EXPERIENCE,PAT,EDI,high,full,"Primary theme is clearly patient experience and quality (patient-centred care, safety, outcomes, care experience). Secondary theme EDI is substantially present through explicit focus on equity, social determinants of health, and inclusive services. Access elements are present but serve the broader patient experience goal rather than being primarily about access/capacity.",ok
837_2,837,2,CREATE AN EXCEPTIONAL EMPLOYEE EXPERIENCE,WRK,NA,high,full,"Clear workforce focus spanning recruitment to retirement, professional development, compensation, psychological safety, and work optimization. While patient experience is mentioned as linked, the strategic intent is entirely about employee experience and workforce sustainability.",ok
837_3,837,3,ADVANCE THE ERA OF PRECISION CHILD HEALTH,RES,PAT,high,full,"Primary RES: Core focus on precision medicine research, clinical research services, discovery research, and translation. Secondary PAT: Substantial emphasis on patient/family engagement in research and individualized care delivery. The 'learning network' and data unification serve the research mission.",ok
837_4,837,4,ACCELERATE FOUNDATIONS FOR INNOVATION,INN,RES,high,full,"Primary INN: Core focus on innovation through AI program, digital transformation, and technology-enabled change. Secondary RES: Substantial emphasis on research intensity, discovery, and translation to real-world applications. Campus redevelopment is positioned as an enabler of innovation rather than an infrastructure goal per se.",ok
837_5,837,5,"A strong, future-ready SickKids team",WRK,NA,high,name_description,"Clear workforce focus on recruiting, retaining, and training staff across career lifecycle. No secondary theme warranted as description is entirely workforce-centered.",ok
837_6,837,6,Seamless data and technology,INN,NA,high,name_description,"Clear focus on digital transformation and data analytics ('confluence of data and technology', 'connecting enterprise assets', 'translate information to action'). No secondary theme warranted as description centers entirely on technology and data-driven insights.",ok
837_7,837,7,Sustainable funding and operations​,FIN,INF,high,name_description,"Primary focus is financial sustainability (funding, financial stewardship, Foundation partnership). Secondary theme INF for operational efficiency and environmental operations. Environmental sustainability treated as operational excellence per taxonomy guidance.",ok
850_1,850,1,Expansion & Integration,ACC,PAR,high,name_description,"Primary ACC: core focus on expanding services, improving access, and care coordination. Secondary PAR: strategic partnerships explicitly mentioned as a key action for care delivery integration.",ok
850_2,850,2,Centre of Excellence,RES,PAR,high,name_description,"Primary RES: research, innovation, thought leadership, and education (holistic care model) are core academic mission activities. Secondary PAR: knowledge exchange and partnerships are explicitly mentioned as mechanisms for advancing care. Education here refers to establishing/promoting a care model (academic dissemination), not staff training.",ok
850_3,850,3,"Quality, Safety, & Accountability",PAT,FIN,high,name_description,"Primary theme is PAT based on direction name emphasizing quality and safety, plus 'culture of quality' and technology for safety/services. Secondary theme is FIN due to explicit mention of financial responsibility in sustainability action. Environmental sustainability noted but not dominant enough to warrant ORG classification.",ok
850_4,850,4,Exceptional Experience,PAT,WRK,high,name_description,"Primary focus is patient experience (customer service mindset, community-responsive care). Secondary WRK theme present through talent recruitment and cultivation. Direction name 'Exceptional Experience' aligns with patient-centred care delivery.",ok
858_1,858,1,Deliver High-Quality and Compassionate Care,PAT,EDI,high,full,"Primary theme is clearly PAT: quality improvement, patient safety, patient outcomes, exceptional patient experience, and clinical excellence are central. Secondary theme EDI is substantially present through explicit commitments to health equity, inclusive care, removing barriers, diverse communities, and focus on underserved populations. These are not passing mentions but core strategic elements woven throughout the description and actions.",ok
858_2,858,2,Value and Inspire Our People,WRK,NA,high,full,NA,ok
858_3,858,3,Invest Now for Our Future,INN,INF,high,full,"Primary INN: digital infrastructure, emerging technologies, data-driven decision-making, and innovative systems dominate. Secondary INF: physical infrastructure modernization and facilities revitalization are explicitly mentioned. Environmental sustainability noted but subordinate to technology/infrastructure focus.",ok
858_4,858,4,Advance a High-Impact Academic Mandate,RES,NA,high,full,"Clear research and academic mission focus. All actions center on research programs, medical education, and academic partnerships. While patient care quality is mentioned as an outcome, the strategic intent is advancing the academic mandate itself.",ok
858_5,858,5,Lead Integrated Care,PAR,ACC,high,full,"Primary theme is PAR: core focus on system integration, community partnerships, and serving as a provincial model for integrated care. Secondary theme is ACC: substantial emphasis on care continuum, campus of care development, and advancing access. Patient-centred care and cultural safety mentioned but serve the broader integration/access goals rather than being the primary strategic intent.",ok
881_1,881,1,Finances,FIN,WRK,high,full,"Primary FIN: fiscal sustainability, cash flow, reserves, capital planning clearly financial. Secondary WRK: HR practices aligned to fiscal sustainability and financial acumen development for staff represent workforce sustainability and capability building.",ok
881_2,881,2,People,WRK,NA,high,full,"Clear workforce focus: attraction, retention, student placements, leadership training, hiring practices, and work environment all align with WRK. French-language services mentioned but in context of maintaining workforce capabilities rather than patient access.",ok
881_3,881,3,Care Environment,PAT,WRK,high,full,"Primary focus on patient safety, quality, and experience with evidence-based care. Secondary WRK theme present through staff safety (MSK/safe patient handling) and creating a safe, trusting environment for staff. The dual focus on patient quality outcomes and staff safety environment justifies both themes.",ok
881_4,881,4,Communication,ORG,WRK,medium,full,Communication as a strategic direction reflects organizational culture and how the institution operates (ORG primary). Secondary WRK assigned because internal communication emphasis and transparency around operational challenges strongly supports staff engagement and organizational culture building. External communication component present but not dominant enough to warrant PAR.,ok
881_5,881,5,Partnerships,PAR,NA,high,full,NA,ok
882_1,882,1,Quality/Services,PAT,ACC,high,full,"Primary focus on patient experience, outcomes, and quality improvement clearly aligns with PAT. Secondary ACC assigned due to substantial emphasis on patient access and interaction. Research action supports quality improvement (PAT) rather than academic mission (RES). Community collaboration hub could suggest PAR, but in context serves patient care delivery.",ok
882_2,882,2,Our People,WRK,NA,high,full,NA,ok
882_3,882,3,Partnerships/Integration,PAR,NA,high,full,"Clear focus on external collaboration and partnerships. Resource sharing, physician partnerships, and educational partnerships all align with PAR. Patient transitions mentioned in description reinforce integration theme.",ok
882_4,882,4,Accountability,GOV,FIN,high,full,"Primary GOV: ethical decision-making, transparency, and accountability structures are core governance functions. Secondary FIN: responsible stewardship of resources and strategic investment clearly reflect financial sustainability. Environmental responsibility noted but not dominant enough to warrant ORG as secondary.",ok
888_1,888,1,"People: Resilient Team, Sustainable Organization",WRK,FIN,high,full,"Primary WRK: Dominant focus on workforce retention, recruitment, succession, learning, culture, wellness, diversity, and inclusion. Secondary FIN: Explicit emphasis on financial health, stability, and sustainability through data-driven forecasting. Environmental stewardship mentioned but subordinate to workforce and financial themes.",ok
888_2,888,2,"Patients: Consistent Experience, Healthy Outcomes",PAT,ACC,high,full,"Primary PAT: Strong focus on patient experience, quality care, patient feedback, and outcomes. Secondary ACC: Substantial emphasis on expanding services, 'Care Close to Home' model, access to specialized care, and service delivery optimization. Cultural responsiveness and barrier-free access support both themes but align more with patient-centred care quality (PAT) in this context.",ok
888_3,888,3,"Partners: Valued Relationships, Strong Communities",PAR,ACC,high,full,"Primary PAR: Core focus on partnerships, collaboration, advocacy, and Ontario Health Team implementation. Secondary ACC: Substantial emphasis on coordinated access, service pathways, and patient journey coordination through partnerships. Patient-centredness mentioned but in service of access/integration goals rather than quality/experience improvement.",ok
888_4,888,4,"Processes: Digital Capacity, Enhanced Connection",INN,ACC,high,full,"Primary INN: Core focus on digital transformation (ONE project for cross-hospital information sharing), technology systems implementation, and data utilization. Secondary ACC: Substantial emphasis on enhancing care continuum navigation, connectivity across partners, and improving accessibility to services. The digital capacity building serves the broader goal of improved care delivery and access.",ok
889_1,889,1,Services,ACC,INF,high,full,"Primary ACC: Focus on expanding service capacity and access (OR hours, diagnostic volumes, service planning). Secondary INF: Operational efficiency targets (OR utilization, resource capacity optimization) support the access goals.",ok
889_2,889,2,Quality (&Risk),PAT,INN,high,full,"Primary is PAT: direction explicitly focuses on patient-centered quality care with IOM dimensions (safe, effective, timely, efficient, equitable). Actions include accreditation, patient satisfaction surveys, and risk management (HIROC RAC). Secondary is INN: substantial focus on digital transformation through full electronic documentation rollout across multiple programs and departments. Risk management could touch FIN but is framed here as quality/safety improvement.",ok
889_3,889,3,Human Resources,WRK,EDI,high,full,"Primary WRK: Core focus on workplace culture, staff engagement, and leader well-being. Secondary EDI: Substantial emphasis on unconscious bias training, inclusive language, and inclusion as part of workplace culture. Both themes are clearly represented in actions and description.",ok
889_4,889,4,Finance (& Resources),FIN,NA,high,full,"Clear financial sustainability focus. Actions specify balanced budget targets and supply chain cost reductions. 'Sustainable and resilient' in this context refers to fiscal sustainability, not workforce or environmental.",ok
889_5,889,5,Stewardship & Partnerships,PAR,ACC,high,full,Primary theme is PAR based on explicit focus on 'partnerships' and 'integrated network of regional care' in description. Secondary theme is ACC due to concrete actions targeting increased access to primary care through provider recruitment and alternative care models. Financial stewardship mentioned but not substantively developed in actions.,ok
890_1,890,1,CARING,PAT,WRK,high,full,"Primary PAT: Core focus on patient-centred care, compassion, and people-centred care principles. Secondary WRK: Explicitly includes 'hospital team' well-being and fostering organizational culture of compassion and Service Excellence. The direction integrates patient experience with workforce culture as dual strategic priorities.",ok
890_2,890,2,EMPOWERING,WRK,PAT,high,full,"Primary WRK: Two of three actions directly target workforce (staff well-being, learning, recruitment/retention). Secondary PAT: One action focuses on patient empowerment and self-management tools. Description emphasizes enabling 'hospital team' alongside patients, but workforce development is the dominant operational focus.",ok
890_3,890,3,EVOLVING,INN,ACC,high,full,"Primary INN: Strong emphasis on innovation, cutting-edge technology, and embracing emerging trends. Secondary ACC: Growing with community and adapting to changing healthcare needs reflects service delivery and capacity planning. Environmental sustainability noted but not dominant enough to warrant ORG classification.",ok
890_4,890,4,COLLABORATING,PAR,ORG,high,full,"Primary theme is PAR based on explicit focus on external partnerships and community relationships. Secondary theme is ORG due to substantial emphasis on internal culture of teamwork, cross-departmental collaboration, and shared responsibility. Patient/family involvement in decision-making could suggest PAT, but in this context it appears more about partnership/engagement mechanisms than clinical quality or experience outcomes.",ok
896_1,896,1,Patient Experience,PAT,NA,high,full,NA,ok
896_2,896,2,Team Experience,WRK,NA,high,full,NA,ok
896_3,896,3,Partnerships with purpose,PAR,NA,high,full,"Clear focus on external collaboration and stakeholder relationships. Actions emphasize aligning partnerships with strategic priorities and advocacy work, which are core PAR concepts.",ok
896_4,896,4,Sustainability and Growth,FIN,WRK,high,full,Primary FIN: fiscal responsibility and resource management are explicit. Secondary WRK: recruitment and retention are substantial actions. Community planning could suggest ACC but is framed as resource/capacity planning rather than care delivery model.,ok
905_1,905,1,"Our People, Our Culture",WRK,EDI,high,full,"Primary WRK: Core focus on retention, recruitment, wellbeing, and becoming employer of choice. Secondary EDI: Substantial emphasis on belonging, equity, diversity, inclusion, and creating safe spaces for lived experience.",ok
905_2,905,2,System Design and Partnerships,PAR,ACC,high,full,"Primary PAR: Core focus on partnerships, system integration, collaboration with external stakeholders (OHT, primary care, community providers). Secondary ACC: Integrated care delivery, seamless transitions, and addressing patient access needs are substantial secondary themes enabled through partnerships.",ok
905_3,905,3,Scholarship and Innovation,RES,INN,high,full,"Primary RES: explicit focus on scholarship, academic affiliations, learner experience for trainees, and expanding research program. Secondary INN: substantial emphasis on innovation, technology evolution, data-driven decision-making, and automating processes. Infrastructure growth mentioned but serves the academic/innovation mission rather than being the strategic intent.",ok
907_1,907,1,WE WILL IMPROVE THE EXPERIENCE OF OUR PATIENTS,PAT,PAR,high,full,"Primary theme is clearly patient experience and quality (patient voice, safety, quality of care, wait times). Secondary theme PAR is substantially present through Ontario Health Team implementation and district partnerships, which are explicit collaborative initiatives, not just mentioned in passing.",ok
907_2,907,2,WE WILL IMPROVE THE EXPERIENCE AND WELLBEING OF OUR HEALTH PROVIDERS,WRK,NA,high,full,"Clear workforce focus: retention/recruitment, staff wellness, staff voice. Collaboration mentioned but serves workforce goals, not partnership building per se.",ok
907_3,907,3,WE WILL IMPROVE POPULATION HEALTH,PAT,PAR,high,full,"Primary focus on improving clinical care quality and patient outcomes. Secondary theme PAR reflects substantial emphasis on collaborative partnerships and community engagement to address population health. The innovation mention is a means to the patient care end, not a digital/tech focus.",ok
907_4,907,4,WE WILL SUSTAIN THE FINANCIAL HEALTH OF OUR HOSPITAL,FIN,PAR,high,full,"Primary theme is clearly financial sustainability (FIN) based on direction name and description emphasizing fiscal health. Secondary theme is PAR due to substantial focus on Ontario Health Team leadership and system transformation, which involves external partnerships and system integration. The advocacy action also suggests inter-organizational collaboration.",ok
907_5,907,5,WE WILL FOCUS ON EQUITY AND SOCIAL ACCOUNTABILITY,EDI,NA,high,full,"Clear EDI focus with explicit commitment to equity, diversity, inclusion, and social accountability. Actions emphasize embedding EDI throughout the organization and amplifying marginalized voices. No substantial secondary theme present.",ok
916_1,916,1,Empower Our People,WRK,NA,high,full,NA,ok
916_2,916,2,Get Even Better,INF,INN,high,full,"Primary is INF due to focus on operational excellence, systems/processes improvement, and facility development. Secondary is INN due to explicit digital health advancement and data-driven decision making. Patient experience mentioned but as an outcome of operational improvements, not the strategic focus.",ok
916_3,916,3,Deliver Patient Centred Quality Care,PAT,EDI,high,full,"Primary theme is clearly PAT: patient-centred care, quality improvement, safety, patient experience are core throughout. Secondary theme EDI is substantially present via the explicit health equity action and emphasis on inclusion/diversity. The population health measures action supports PAT's focus on patient outcomes.",ok
916_4,916,4,Connect Through Partnerships,PAR,ACC,high,full,"Primary theme is clearly partnerships (system partners, collaboration, academic partnerships). Secondary theme ACC is substantially present through explicit focus on 'seamless, equitable and timely access to care' in first action. Technology and training actions support these partnership and access goals rather than constituting separate strategic intents.",ok
928_1,928,1,"Provide an excellent experience for the persons we serve, every time",PAT,ACC,high,name_description,"Primary PAT: Core focus on patient safety (falls reduction, safe care), quality improvement (best practices), and patient experience. Secondary ACC: Substantial emphasis on access barriers, care transitions, patient flow, and surge capacity — all access/delivery model concerns. Both themes strongly represented in actions.",ok
928_2,928,2,Meet the changing needs of our community,INF,PAR,high,full,"Primary theme is INF based on dominant focus on physical facilities, infrastructure projects, master planning, and site development. Secondary theme is PAR due to explicit emphasis on community engagement, partner survey, and aligning services with community needs. The direction integrates capital planning with community responsiveness.",ok
928_3,928,3,Support and empower our people,WRK,NA,high,name_description,"Clear workforce focus. All actions target staff safety, retention, skills development, wellness, and engagement. Code simulations and crisis intervention training support safe work environment. Huddle boards engage frontline staff. Stay/exit interviews and HR planning address retention. No secondary theme warranted — all elements serve workforce sustainability and culture.",ok
928_4,928,4,Ensure our future sustainability,FIN,INF,high,name_description,"Primary focus is financial sustainability (capital/operational funding, current ratio improvement, securing base funding). Secondary theme INF reflects infrastructure projects (MRI, O.R. efficiency) that support sustainability. COVID bed funding and O.R. efficiency are means to financial stability rather than standalone operational goals.",ok
931_1,931,1,"Safe, High Quality Services",PAT,NA,high,name_description,"Clear patient-centred focus with emphasis on safety, quality care, and patient/family partnership. No secondary theme warranted as PAR (community partnerships) is mentioned only as a means to deliver patient-centred care, not as a strategic end.",ok
931_2,931,2,Financial Health,FIN,NA,high,name_description,Clear financial sustainability focus. 'Accountable and efficient' with 'effective use of resources' directly maps to fiscal accountability and resource stewardship core concepts of FIN.,ok
931_3,931,3,A Just Culture and Learning Environment,WRK,ORG,high,name_description,"Primary WRK: focuses on staff/physician/volunteer workplace culture, safety, and learning. Secondary ORG: emphasizes organizational culture values (respect, equity, responsibility, teamwork) and continuous improvement as institutional characteristics. The 'just culture' concept bridges both workforce experience and organizational culture.",ok
931_4,931,4,Engagement and Partnerships,PAR,PAT,high,name_description,"Primary focus on partnerships with communities and external collaboration. Secondary theme PAT reflects patient/family engagement in care planning and delivery. EDI elements (cultural sensitivity, equitable access) are present but serve the partnership and patient engagement goals rather than being the strategic driver.",ok
932_1,932,1,Quality in all we do,PAT,WRK,high,name_description,"Primary focus on patient-centred care quality ('right care, right time', 'quality of life'). Secondary WRK for 'highly trained teams' emphasis. Research/innovation mentioned but as enablers of quality, not as primary strategic intent.",ok
932_2,932,2,Cultivating the conditions for success,INF,FIN,high,name_description,Primary INF: Focus on developing infrastructure across non-patient facing teams and operational capacity. Secondary FIN: Explicit mention of 'careful stewardship of our assets' indicates financial sustainability concern. No actions provided but description clearly supports both themes.,ok
932_3,932,3,Harnessing the future,INN,RES,medium,name_description,Primary INN: 're-envisioning how specialized services are delivered' signals transformation and innovation in care delivery models. Secondary RES: explicit mention of 'leading Academic Health Sciences Centre' role indicates academic mission is a substantial component. 'Sustainable future' is too vague to assign FIN without supporting detail.,ok
932_4,932,4,"Inspiring our people, strengthening our culture",WRK,RES,high,name_description,"Primary WRK: employer of choice, team wellbeing, leader development. Secondary RES: explicit mention of strengthening Academic Health Sciences Centre role, which encompasses teaching and academic mission.",ok
932_5,932,5,Fostering bold leadership,GOV,PAR,high,name_description,Primary GOV: 'bold leadership' and being 'leaders in system-planning' reflects strategic oversight and leadership development at organizational level. Secondary PAR: 'collaborative initiatives' and regional/provincial/national scope indicates external partnerships and system integration. Research mentioned but not the core intent—leadership in system-planning is the dominant theme.,ok
935_1,935,1,"Equity, Diversity, & Inclusion",EDI,NA,high,full,NA,ok
935_2,935,2,Patient Experience,PAT,NA,high,full,NA,ok
935_3,935,3,Staff Experience,WRK,NA,high,full,NA,ok
935_4,935,4,"Research, Innovation, & Learning",RES,WRK,high,full,"Primary RES: research programs, research capacity, and research environment are central. Secondary WRK: 'enhance staff capacity and capability' and 'learning' include staff professional development alongside research activities. Teaching hospital context supports strong research mission.",ok
935_5,935,5,Sustainable Future,FIN,INN,medium,full,Primary FIN based on 'Operational Sustainability and Accountability' and overall sustainability framing. Secondary INN for digital health advancement. Clinical services planning and partnerships are means to sustainability rather than distinct strategic ends here.,ok
936_1,936,1,Team LHSC,WRK,NA,high,name_description,"All actions directly address workforce wellbeing, culture, recruitment, retention, and leadership development. Clear WRK focus with no substantial secondary theme.",ok
936_2,936,2,Integrated care,ACC,PAR,high,name_description,"Primary ACC: Core focus on seamless care delivery, transitions, and care closer to home. Secondary PAR: Substantial emphasis on partnerships with primary/community care and caregivers. Population health management bridges both themes but primarily serves access/delivery goals.",ok
936_3,936,3,Advancing excellence,RES,ORG,high,name_description,"Primary RES: 'Embedding research and learning throughout operations' and 'evidence-informed decisions' strongly indicate research/academic mission focus, appropriate for a Teaching Hospital. Secondary ORG: 'Advancing a culture' and 'empowering people to solve problems' reflects organizational culture and continuous improvement, distinct from workforce development.",ok
936_4,936,4,Organizational optimization,ORG,NA,medium,name_description,"Broad optimization language with three investment areas (people, knowledge, infrastructure). Without specific actions, this appears to be about overall organizational excellence and how the institution operates. Could touch WRK (people), RES (knowledge), or INF (infrastructure), but the framing as 'organizational optimization' suggests a holistic institutional improvement focus rather than specific functional areas.",ok
936_5,936,5,Redesigning care,ACC,INN,medium,name_description,"Primary ACC: 'Redesigning care' suggests fundamental changes to care delivery models and service delivery. Secondary INN: 'Breakthrough' implies innovation and transformation. 'Within and beyond our walls' suggests both internal delivery redesign and extended reach. Ambiguity between care delivery transformation (ACC) and innovation approach (INN), but redesign of care delivery is the core intent.",ok
936_6,936,6,Digital transformation,INN,ACC,high,name_description,Primary INN: core focus on digital transformation and technology adoption. Secondary ACC: explicit mention of expanding access to care. Research/learning aspects present but secondary to technology implementation focus.,ok
939_1,939,1,Healthy team,WRK,EDI,high,full,"Primary WRK: Core focus on workforce empowerment, professional development, safety, mentorship, reducing burden, and fostering belonging. Secondary EDI: Substantial emphasis on diversity representation, confronting workplace racism/discrimination/ableism, and elevating diverse voices throughout the organization.",ok
939_2,939,2,Care that's agile,ACC,INN,high,full,"Primary focus is on access and integrated care delivery for complex pediatric populations (simplify access, transitions, integration across systems). Secondary theme reflects the learning health system approach and data-driven adaptation. Workforce elements (training, resources) are means to the access/delivery end, not the strategic intent.",ok
939_3,939,3,Care that's socially accountable,EDI,ACC,high,full,"Primary EDI: explicit focus on equity, anti-racism, social determinants of health, and advocacy for children with disabilities. Secondary ACC: actions emphasize equitable access, service redesign for choice/flexibility, and meeting unique family needs — clear access and care delivery dimension alongside the equity mandate.",ok
939_4,939,4,Care that's transformed by research and education,RES,INN,high,full,"Primary RES: Core focus on research programs, knowledge mobilization, training next generation of health system leaders, and research networks. Secondary INN: Substantial emphasis on AI/data analytics and precision health approaches to transform care delivery. The direction explicitly frames research and education as the transformative mechanism.",ok
940_1,940,1,Connected care close to home,ACC,PAR,high,full,"Primary ACC: Core focus on care delivery model (close to home), integrated pathways, expanding services, and meeting community needs. Secondary PAR: Substantial emphasis on collaboration with care partners and co-design. Infrastructure action supports the access/delivery goal rather than being the primary intent.",ok
940_2,940,2,Accountable care,INN,PAT,high,full,"Primary is INN: core focus on technology optimization, data-driven decision-making, and innovation platform. Secondary is PAT: explicit goals of improving experiences, quality, safety, and outcomes. The 'accountable care' label is somewhat misleading — this is fundamentally a digital transformation and innovation strategy.",ok
940_3,940,3,Responsive and healthy work environment,WRK,NA,high,full,NA,ok
940_4,940,4,"Exceptional care, every time, for every person",PAT,WRK,high,full,"Primary theme is clearly patient experience and quality (whole-person care, person-centred care, care delivery and experience). Secondary theme WRK is substantially present through the explicit action to stabilize health human resources for core services. The EDI element (vulnerable/marginalized populations) is embedded within the patient experience focus rather than being a standalone strategic thrust.",ok
942_1,942,1,LEAD,RES,INN,high,full,Primary RES: core focus on research and discovery translation. Secondary INN: explicit emphasis on innovation and emerging evidence implementation. Both themes substantially represented in description and actions.,ok
